,tempo,fullpath,genre
33,153.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00033.au,blues
34,94.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00034.au,blues
35,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00035.au,blues
36,116.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00036.au,blues
37,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00037.au,blues
38,126.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00038.au,blues
39,117.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00039.au,blues
40,86.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00040.au,blues
41,127.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00041.au,blues
42,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00042.au,blues
43,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00043.au,blues
44,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00044.au,blues
45,132.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00045.au,blues
46,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00046.au,blues
47,52.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00047.au,blues
48,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00048.au,blues
49,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00049.au,blues
50,137.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00050.au,blues
51,99.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00051.au,blues
52,50.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00052.au,blues
53,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00053.au,blues
54,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00054.au,blues
55,135.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00055.au,blues
56,54.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00056.au,blues
57,93.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00057.au,blues
58,106.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00058.au,blues
59,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00059.au,blues
60,75.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00060.au,blues
61,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00061.au,blues
62,112.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00062.au,blues
63,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00063.au,blues
64,78.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00064.au,blues
65,54.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00065.au,blues
66,81.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00066.au,blues
67,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00067.au,blues
68,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00068.au,blues
69,79.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00069.au,blues
70,74.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00070.au,blues
71,74.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00071.au,blues
72,69.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00072.au,blues
73,48.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00073.au,blues
74,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00074.au,blues
75,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00075.au,blues
76,58.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00076.au,blues
77,74.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00077.au,blues
78,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00078.au,blues
79,79.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00079.au,blues
80,117.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00080.au,blues
81,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00081.au,blues
82,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00082.au,blues
83,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00083.au,blues
84,111.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00084.au,blues
85,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00085.au,blues
86,61.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00086.au,blues
87,88.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00087.au,blues
88,84.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00088.au,blues
89,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00089.au,blues
90,71.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00090.au,blues
91,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00091.au,blues
92,81.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00092.au,blues
93,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00093.au,blues
94,52.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00094.au,blues
95,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00095.au,blues
96,58.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00096.au,blues
97,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00097.au,blues
98,125.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00098.au,blues
99,93.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/blues/blues.00099.au,blues
100,95.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00000.au,classical
101,38.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00001.au,classical
102,99.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00002.au,classical
103,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00003.au,classical
104,82.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00004.au,classical
105,140.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00005.au,classical
106,48.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00006.au,classical
107,71.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00007.au,classical
108,136.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00008.au,classical
109,57.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00009.au,classical
110,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00010.au,classical
111,76.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00011.au,classical
112,92.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00012.au,classical
113,125.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00013.au,classical
114,148.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00014.au,classical
115,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00015.au,classical
116,50.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00016.au,classical
117,87.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00017.au,classical
118,79.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00018.au,classical
119,47.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00019.au,classical
120,140.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00020.au,classical
121,135.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00021.au,classical
122,107.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00022.au,classical
123,92.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00023.au,classical
124,76.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00024.au,classical
125,133.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00025.au,classical
126,78.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00026.au,classical
127,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00027.au,classical
128,160.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00028.au,classical
129,69.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00029.au,classical
130,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00030.au,classical
131,112.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00031.au,classical
132,44.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00032.au,classical
133,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00033.au,classical
134,52.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00034.au,classical
135,75.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00035.au,classical
136,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00036.au,classical
137,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00037.au,classical
138,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00038.au,classical
139,69.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00039.au,classical
140,54.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00040.au,classical
141,50.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00041.au,classical
142,64.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00042.au,classical
143,65.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00043.au,classical
144,64.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00044.au,classical
145,95.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00045.au,classical
146,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00046.au,classical
147,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00047.au,classical
148,88.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00048.au,classical
149,140.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00049.au,classical
150,64.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00050.au,classical
151,139.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00051.au,classical
152,158.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00052.au,classical
153,77.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00053.au,classical
154,46.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00054.au,classical
155,61.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00055.au,classical
156,40.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00056.au,classical
157,59.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00057.au,classical
158,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00058.au,classical
159,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00059.au,classical
160,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00060.au,classical
161,77.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00061.au,classical
162,94.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00062.au,classical
163,95.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00063.au,classical
164,45.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00064.au,classical
165,82.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00065.au,classical
166,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00066.au,classical
167,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00067.au,classical
168,83.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00068.au,classical
169,69.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00069.au,classical
170,54.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00070.au,classical
171,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00071.au,classical
172,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00072.au,classical
173,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00073.au,classical
174,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00074.au,classical
175,56.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00075.au,classical
176,86.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00076.au,classical
177,47.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00077.au,classical
178,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00078.au,classical
179,105.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00079.au,classical
180,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00080.au,classical
181,74.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00081.au,classical
182,57.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00082.au,classical
183,76.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00083.au,classical
184,55.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00084.au,classical
185,109.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00085.au,classical
186,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00086.au,classical
187,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00087.au,classical
188,104.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00088.au,classical
189,98.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00089.au,classical
190,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00090.au,classical
191,92.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00091.au,classical
192,71.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00092.au,classical
193,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00093.au,classical
194,92.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00094.au,classical
195,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00095.au,classical
196,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00096.au,classical
197,103.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00097.au,classical
198,97.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00098.au,classical
199,43.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/classical/classical.00099.au,classical
200,85.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00000.au,country
201,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00001.au,country
202,83.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00002.au,country
203,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00003.au,country
204,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00004.au,country
205,131.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00005.au,country
206,112.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00006.au,country
207,50.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00007.au,country
208,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00008.au,country
209,97.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00009.au,country
210,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00010.au,country
211,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00011.au,country
